area,Country/Region,Lat,Long,cases
Washington County,IL,38.3988869,-89.3226954,2
Wayne County,IL,38.3899815,-88.4016041,0
White County,IL,38.0501137,-88.2461183,0
Whiteside County,IL,41.7605503,-89.8505012,30
Will County,IL,41.5054724,-88.0900762,1350
Williamson County,IL,37.7183241,-88.864698,10
Winnebago County,IL,42.3121109,-89.1705998,101
Woodford County,IL,40.7128889,-89.1705998,10
Adams County,IN,40.7249237,-84.8984775,6
Allen County,IN,41.0932622,-85.023346,167
Bartholomew County,IN,39.206801,-85.8895551,110
Benton County,IN,40.644786,-87.3413599,2
Blackford County,IN,40.4992784,-85.3136218,6
Boone County,IN,40.0106163,-86.4996546,125
Brown County,IN,39.1749729,-86.1751759,13
Carroll County,IN,40.542415,-86.5400674,6
Cass County,IN,40.8199089,-86.3376761,28
Clark County,IN,38.4492903,-85.7256372,132
Clay County,IN,39.368622,-87.1422895,12
Clinton County,IN,40.3376924,-86.4996546,12
Crawford County,IN,38.3054548,-86.4592091,12
Daviess County,IN,38.7020241,-87.1422895,12
Dearborn County,IN,39.1713075,-84.981754,60
Decatur County,IN,39.3176186,-85.520024,153
DeKalb County,IN,41.4138928,-85.023346,6
Delaware County,IN,40.2583533,-85.3962769,72
Dubois County,IN,38.357918,-86.8220341,13
Elkhart County,IN,41.6062253,-85.8486236,100
Fayette County,IN,39.5920377,-85.1479364,20
Floyd County,IN,38.2869276,-85.8895551,111
Fountain County,IN,40.2227197,-87.3347575,3
Franklin County,IN,39.4233977,-85.0649071,74
Fulton County,IN,41.0204161,-86.2970998,3
Gibson County,IN,38.3338249,-87.5791287,4
Grant County,IN,40.4730605,-85.684578,40
Greene County,IN,39.0321796,-86.9824288,25
Hamilton County,IN,40.0372797,-86.0529604,499
Hancock County,IN,39.8249915,-85.8486236,121
Harrison County,IN,38.1701136,-86.1751759,58
Hendricks County,IN,39.8064942,-86.5400674,350
Henry County,IN,39.9704844,-85.354965,22
Howard County,IN,40.4482767,-86.1344697,50
Huntington County,IN,40.7911217,-85.520024,6
Jackson County,IN,38.8794321,-86.0529604,70
Jasper County,IN,41.0040981,-87.1422895,18
Jay County,IN,40.4465288,-85.023346,7
Jefferson County,IN,38.7751543,-85.4788065,16
Jennings County,IN,38.9914998,-85.684578,58
Johnson County,IN,39.4637793,-86.1344697,329
Knox County,IN,38.6665815,-87.4207518,15
Kosciusko County,IN,41.2864679,-85.8486236,19
LaGrange County,IN,41.6288702,-85.3962769,13
Lake County,IN,41.4897279,-87.3016132,819
LaPorte County,IN,41.4775131,-86.8220341,36
Lawrence County,IN,38.8518863,-86.4996546,73
Madison County,IN,40.1469349,-85.684578,263
Marion County,IN,39.83619,-86.1751759,3063
Marshall County,IN,41.303028,-86.3376761,17
Martin County,IN,38.6937856,-86.8220341,5
Miami County,IN,40.770099,-86.0529604,17
Monroe County,IN,39.1851445,-86.4996546,91
Montgomery County,IN,40.019879,-86.8220341,23
Morgan County,IN,39.5116809,-86.3376761,104
Newton County,IN,40.9703076,-87.4207518,29
Noble County,IN,41.4277391,-85.354965,17
Ohio County,IN,38.9417259,-84.9609464,1
Orange County,IN,38.5169004,-86.4996546,18
Owen County,IN,39.3603429,-86.8220341,19
Parke County,IN,39.6992946,-87.1422895,7
Perry County,IN,38.0159043,-86.6611083,3
Pike County,IN,38.4110583,-87.2618328,2
Porter County,IN,41.5248577,-87.1023746,127
Posey County,IN,38.0020359,-87.8942451,5
Pulaski County,IN,40.9957383,-86.8220341,1
Putnam County,IN,39.690997,-86.8220341,38
Randolph County,IN,40.1204532,-85.023346,11
Ripley County,IN,39.0986811,-85.2308414,89
Rush County,IN,39.6481768,-85.520024,16
St. Joseph County,IN,41.6228085,-86.3376761,234
Scott County,IN,38.7008005,-85.7256372,17
Shelby County,IN,39.4952877,-85.8486236,77
Spencer County,IN,37.9832621,-87.0224442,3
Starke County,IN,41.2715616,-86.6207943,10
Steuben County,IN,41.6115471,-84.981754,12
Sullivan County,IN,39.0843122,-87.4207518,6
Switzerland County,IN,38.8419394,-85.0649071,12
Tippecanoe County,IN,40.3469731,-86.8220341,46
Tipton County,IN,40.2825661,-86.0529604,10
Union County,IN,39.6637751,-84.8984775,6
Vanderburgh County,IN,38.0806099,-87.5791287,60
Vermillion County,IN,39.8512139,-87.4802068,3
Vigo County,IN,39.4165382,-87.4207518,42
Wabash County,IN,40.8033875,-85.8486236,7
Warren County,IN,40.319245,-87.3413599,3
Warrick County,IN,38.0736703,-87.2618328,39
Washington County,IN,38.6744747,-86.1751759,26
Wayne County,IN,39.831882,-84.981754,19
Wells County,IN,40.7778348,-85.1894045,4
White County,IN,40.6765551,-86.9824288,5
Whitley County,IN,41.1136133,-85.520024,14
Adair County,IA,41.2741733,-94.479976,1
Adams County,IA,41.0652066,-94.6863782,0
Allamakee County,IA,43.2430754,-91.443469,24
Appanoose County,IA,40.6806102,-92.8577105,1
Audubon County,IA,41.7326826,-94.976654,1
Benton County,IA,42.1387249,-92.0665197,20
Black Hawk County,IA,42.447804,-92.3813621,78
Boone County,IA,42.0881747,-93.9878427,4
Bremer County,IA,42.761082,-92.3813621,9
Buchanan County,IA,42.4566006,-91.9099238,8
Buena Vista County,IA,42.6705452,-95.1432068,2
Butler County,IA,42.7502186,-92.8577105,1
Calhoun County,IA,42.3785903,-94.645035,0
Carroll County,IA,42.0566912,-94.8105955,1
Cass County,IA,41.2538068,-94.976654,1
Cedar County,IA,41.8346154,-91.135302,21
Cerro Gordo County,IA,43.1543186,-93.2029675,14
Cherokee County,IA,42.8027756,-95.6457951,0
Chickasaw County,IA,43.0724667,-92.3813621,2
Clarke County,IA,41.0177836,-93.7841503,2
Clay County,IA,43.1368038,-95.1432068,2
Clayton County,IA,42.7785285,-91.2891036,7
Clinton County,IA,41.878563,-90.563609,36
Crawford County,IA,42.034686,-95.3102505,6
Dallas County,IA,41.6120022,-93.9878427,37
Davis County,IA,40.6913838,-92.3813621,0
Decatur County,IA,40.8146492,-93.8248241,0
Delaware County,IA,42.4634009,-91.443469,2
Des Moines County,IA,40.9123374,-91.1736994,7
Dickinson County,IA,43.4049388,-95.1849219,1
Dubuque County,IA,42.4694679,-90.8294002,35
Emmet County,IA,43.34943,-94.6863782,0
Fayette County,IA,42.9258199,-91.9099238,5
Floyd County,IA,43.0615947,-92.8577105,0
Franklin County,IA,42.7372361,-93.3388917,1
Fremont County,IA,40.7400403,-95.6457951,0
Greene County,IA,42.0700527,-94.479976,1
Grundy County,IA,42.4369506,-92.8577105,1
Guthrie County,IA,41.7530909,-94.479976,1
Hamilton County,IA,42.4141275,-93.6623239,2
Hancock County,IA,43.0387322,-93.6623239,3
Hardin County,IA,42.4285425,-93.1779659,2
Harrison County,IA,41.6933855,-95.8142885,12
Henry County,IA,41.0283603,-91.5983959,22
Howard County,IA,43.3819496,-92.3813621,1
Humboldt County,IA,42.7482597,-94.19234,0
Ida County,IA,42.3418685,-95.4777811,0
Iowa County,IA,41.6624604,-92.0665197,7
Jackson County,IA,42.1560699,-90.5257823,4
Jasper County,IA,41.6414924,-93.0175712,15
Jefferson County,IA,41.0236358,-91.9099238,4
Johnson County,IA,41.6698982,-91.5983959,216
Jones County,IA,42.1516737,-91.135302,11
Keokuk County,IA,41.3397063,-92.2236667,2
Kossuth County,IA,43.2513384,-94.2333355,1
Lee County,IA,40.7068663,-91.443469,2
Linn County,IA,42.0659844,-91.6760691,265
Louisa County,IA,41.1933001,-91.2891036,149
Lucas County,IA,40.9912021,-93.3388917,0
Lyon County,IA,43.3954333,-96.1526985,4
Madison County,IA,41.2922367,-93.9878427,3
Mahaska County,IA,41.329588,-92.6983868,5
Marion County,IA,41.3173818,-93.1779659,3
Marshall County,IA,42.0407088,-92.9375739,42
Mills County,IA,41.0624496,-95.6457951,2
Mitchell County,IA,43.3710702,-92.8577105,2
Monona County,IA,42.001594,-95.9832577,6
Monroe County,IA,41.0040981,-92.8577105,0
Montgomery County,IA,41.0438839,-95.1849219,1
Muscatine County,IA,41.5156913,-91.135302,122
O'Brien County,IA,43.1131245,-95.6457951,3
Osceola County,IA,43.3851953,-95.6037465,2
Page County,IA,40.7635099,-95.1432068,3
Palo Alto County,IA,43.1580878,-94.645035,0
Plymouth County,IA,42.776665,-96.1526985,4
Pocahontas County,IA,42.6918039,-94.645035,0
Polk County,IA,41.6278423,-93.5003454,213
Pottawattamie County,IA,41.3911501,-95.4777811,14
Poweshiek County,IA,41.6530119,-92.539603,6
Ringgold County,IA,40.7973811,-94.315422,0
Sac County,IA,42.3573517,-95.1432068,0
Scott County,IA,41.6393199,-90.6393702,124
Shelby County,IA,41.7177667,-95.3102505,6
Sioux County,IA,43.0869936,-96.1526985,7
Story County,IA,42.1040438,-93.5003454,11
Tama County,IA,42.1292592,-92.539603,108
Taylor County,IA,40.7846069,-94.645035,1
Union County,IA,41.0006855,-94.2743628,1
Van Buren County,IA,40.7001158,-91.9099238,8
Wapello County,IA,41.0148894,-92.3813621,7
Warren County,IA,41.3080549,-93.5003454,15
Washington County,IA,41.3477966,-91.7538817,95
Wayne County,IA,40.6677356,-93.3388917,0
Webster County,IA,42.3974963,-94.1513764,2
Winnebago County,IA,43.3481922,-93.6623239,2
Winneshiek County,IA,43.2362611,-91.9099238,5
Woodbury County,IA,42.3166158,-95.9832577,20
Worth County,IA,43.3580686,-93.3388917,1
Wright County,IA,42.7273744,-93.6623239,1
Allen County,KS,37.9435853,-95.3102505,0
Anderson County,KS,38.2809328,-95.3102505,0
Atchison County,KS,39.5701137,-95.3520876,3
Barber County,KS,37.2299788,-98.7481167,1
Barton County,KS,38.3613844,-98.7651482,4
Bourbon County,KS,37.7957092,-94.8105955,7
Brown County,KS,39.770047,-95.4777811,0
Butler County,KS,37.8649441,-96.8350999,9
Chase County,KS,38.3007661,-96.5783387,0
Chautauqua County,KS,37.1738044,-96.2800864,3
Cherokee County,KS,37.1142482,-94.8105955,6
Cheyenne County,KS,39.7877848,-101.7979613,0
Clark County,KS,37.3158895,-99.8124935,0
Clay County,KS,39.34792,-97.179026,1
Cloud County,KS,39.4795571,-97.6982272,3
Coffey County,KS,38.2570639,-95.8142885,41
Comanche County,KS,37.1894543,-99.2785583,0
Cowley County,KS,37.2660235,-96.9209135,1
Crawford County,KS,37.455799,-94.8105955,4
Decatur County,KS,39.7480368,-100.5296115,0
Dickinson County,KS,38.8505977,-97.179026,1
Doniphan County,KS,39.8245628,-95.1849219,1
Douglas County,KS,38.9107835,-95.2684437,40
Edwards County,KS,37.865958,-99.2785583,0
Elk County,KS,37.3936365,-96.1526985,0
Ellis County,KS,38.8683549,-99.2785583,4
Ellsworth County,KS,38.615225,-98.2212979,0
Finney County,KS,38.0625252,-100.8903099,16
Ford County,KS,37.6540069,-99.8124935,17
Franklin County,KS,38.6165913,-95.3102505,12
Geary County,KS,38.9984685,-96.7922355,10
Gove County,KS,38.9271279,-100.5296115,1
Graham County,KS,39.3198302,-99.8124935,0
Grant County,KS,37.5245985,-101.2523792,0
Gray County,KS,37.6840811,-100.439656,0
Greeley County,KS,38.4738028,-101.7979613,0
Greenwood County,KS,37.9025905,-96.1526985,1
Hamilton County,KS,37.9741668,-101.7979613,1
Harper County,KS,37.1096002,-98.0465185,0
Harvey County,KS,38.0025215,-97.3516558,5
Haskell County,KS,37.5588285,-100.8903099,0
Hodgeman County,KS,38.1429747,-99.9912254,0
Jackson County,KS,39.4241422,-95.8142885,1
Jefferson County,KS,39.2827652,-95.3102505,5
Jewell County,KS,39.7720227,-98.2212979,3
Johnson County,KS,38.845412,-94.8520636,323
Kearny County,KS,38.0281402,-101.2523792,0
Kingman County,KS,37.6071593,-98.2212979,0
Kiowa County,KS,37.5285165,-99.2785583,0
Labette County,KS,37.2639041,-95.3102505,19
Lane County,KS,38.4294888,-100.5296115,0
Leavenworth County,KS,39.1713075,-95.018246,90
Lincoln County,KS,39.1135788,-98.2212979,0
Linn County,KS,38.1339574,-94.8105955,5
Logan County,KS,38.9504774,-101.1617356,0
Lyon County,KS,38.4078037,-96.1526985,31
McPherson County,KS,38.3164433,-97.6982272,14
Marion County,KS,38.349424,-97.179026,5
Marshall County,KS,39.717719,-96.4929797,0
Meade County,KS,37.2698449,-100.3497895,0
Miami County,KS,38.6381689,-94.8105955,4
Mitchell County,KS,39.443669,-98.2212979,2
Montgomery County,KS,37.240253,-95.8142885,11
Morris County,KS,38.7144832,-96.663812,2
Morton County,KS,37.1333387,-101.7979613,1
Nemaha County,KS,39.7451077,-95.9832577,0
Neosho County,KS,37.6045688,-95.3102505,2
Ness County,KS,38.4769509,-99.9912254,0
Norton County,KS,39.7959566,-99.9912254,0
Osage County,KS,38.6009003,-95.6457951,4
Osborne County,KS,39.4051157,-98.7481167,2
Ottawa County,KS,39.1493836,-97.6982272,3
Pawnee County,KS,38.2017581,-99.2785583,0
Phillips County,KS,39.766638,-99.3673084,1
Pottawatomie County,KS,39.3976344,-96.3226072,5
Pratt County,KS,37.5691719,-98.7481167,1
Rawlins County,KS,39.8600904,-101.0711758,0
Reno County,KS,37.9569553,-98.0465185,13
Republic County,KS,39.807989,-97.6982272,4
Rice County,KS,38.2808698,-98.2212979,0
Riley County,KS,39.3686475,-96.8350999,21
Rooks County,KS,39.3638509,-99.2785583,2
Rush County,KS,38.5358968,-99.2785583,0
Russell County,KS,38.9094717,-98.7481167,0
Saline County,KS,38.8174853,-97.6982272,13
Scott County,KS,38.562531,-100.8903099,1
Sedgwick County,KS,37.6537367,-97.5247243,205
Seward County,KS,37.221014,-100.8903099,6
Shawnee County,KS,39.0928449,-95.8142885,79
Sheridan County,KS,39.3470831,-100.439656,0
Sherman County,KS,39.2982189,-101.7979613,0
Smith County,KS,39.7333849,-98.7481167,0
Stafford County,KS,38.0749046,-98.7481167,1
Stanton County,KS,37.6390381,-101.7979613,2
Stevens County,KS,37.186894,-101.2523792,2
Sumner County,KS,37.2236052,-97.6114217,2
Thomas County,KS,39.3702882,-101.0711758,0
Trego County,KS,38.9900316,-99.8124935,0
Wabaunsee County,KS,38.9092089,-96.1526985,1
Wallace County,KS,38.9697127,-101.7979613,0
Washington County,KS,39.8413319,-97.179026,0
Wichita County,KS,38.5102583,-101.4339148,0
Wilson County,KS,37.5808413,-95.8142885,0
Woodson County,KS,37.9197853,-95.8142885,3
Wyandotte County,KS,39.0986811,-94.7691586,345
Acadia Parish,LA,37.7063323,-75.8069082,104
Allen Parish,LA,34.0522342,-118.2436849,74
Ascension Parish,LA,30.2297347,-92.3813621,438
Assumption Parish,LA,30.5887484,-92.8577105,123
Avoyelles Parish,LA,30.2017295,-90.9438468,65
Beauregard Parish,LA,29.9232544,-91.09694,28
Bienville Parish,LA,30.9711824,-92.0665197,37
Bossier Parish,LA,30.7611484,-93.3388917,207
Caddo Parish,LA,32.4107403,-93.0175712,1097
Calcasieu Parish,LA,32.7551322,-93.6623239,273
Caldwell Parish,LA,32.6136798,-93.8655303,18
Cameron Parish,LA,30.2089286,-93.3388917,2
Catahoula Parish,LA,32.0669717,-92.0665197,21
Claiborne Parish,LA,29.8434436,-93.1779659,41
Concordia Parish,LA,31.7053083,-91.9099238,19
De Soto Parish,LA,32.7722557,-93.0175712,130
East Baton Rouge Parish,LA,31.4808983,-91.637215,1295
East Carroll Parish,LA,32.0310567,-93.6623239,1
East Feliciana Parish,LA,30.5693593,-91.09694,77
Evangeline Parish,LA,32.7570923,-91.2506002,39
Franklin Parish,LA,30.8458948,-91.0203224,49
Grant Parish,LA,30.7821781,-92.3813621,12
Iberia Parish,LA,32.0737103,-91.5983959,148
Iberville Parish,LA,31.6943716,-92.539603,253
Jackson Parish,LA,29.4992629,-91.7538817,9
Jefferson Parish,LA,30.2899179,-91.4048249,5188
Jefferson Davis Parish,LA,32.2399791,-92.539603,47
Lafayette Parish,LA,29.6498691,-90.1120696,363
Lafourche Parish,LA,30.2672346,-92.8178291,486
La Salle Parish,LA,30.1895142,-92.027319,13
Lincoln Parish,LA,29.6952295,-90.5257823,42
Livingston Parish,LA,31.7002461,-92.2236667,129
Madison Parish,LA,32.598888,-92.6983868,2
Morehouse Parish,LA,30.4340146,-90.6773046,32
Natchitoches Parish,LA,32.4401578,-91.2891036,42
Orleans Parish,LA,32.796224,-91.7538817,5718
Ouachita Parish,LA,31.6801229,-93.1779659,387
Plaquemines Parish,LA,29.9510658,-90.0715323,142
Pointe Coupee Parish,LA,32.4271852,-92.2236667,49
Rapides Parish,LA,29.3240045,-89.4742177,175
Red River Parish,LA,30.6102166,-91.5983959,13
Richland Parish,LA,31.1461104,-92.539603,20
Sabine Parish,LA,32.0842949,-93.3792057,10
St. Bernard Parish,LA,32.3887281,-91.7928402,377
St. Charles Parish,LA,31.4893252,-93.5003454,460
St. Helena Parish,LA,29.879791,-89.3226954,14
St. James Parish,LA,29.9273657,-90.3371889,208
St. John the Baptist Parish,LA,30.8021866,-90.6773046,562
St. Landry Parish,LA,30.0179292,-90.7913227,115
St. Martin Parish,LA,30.1118331,-90.4879916,168
St. Mary Parish,LA,30.6036535,-92.0665197,129
St. Tammany Parish,LA,30.2395901,-91.7538817,898
Tangipahoa Parish,LA,29.502976,-91.443469,391
Tensas Parish,LA,30.4357418,-89.9253233,1
Terrebonne Parish,LA,30.6194521,-90.3748354,265
Union Parish,LA,32.077218,-91.2891036,50
Vermilion Parish,LA,29.2299682,-90.7532809,27
Vernon Parish,LA,32.7859102,-92.3813621,14
Washington Parish,LA,29.8601413,-92.3813621,162
Webster Parish,LA,31.1320009,-93.1779659,65
West Baton Rouge Parish,LA,30.803926,-90.0746767,76
West Carroll Parish,LA,32.7641355,-93.3388917,4
West Feliciana Parish,LA,30.4751202,-91.3276422,46
Winn Parish,LA,32.7545792,-91.4821482,12
Statewide Unallocated,ME,30.8423123,-91.4048249,2
Androscoggin County,ME,31.9196124,-92.6586401,0
Cumberland County,ME,44.1912416,-70.1707037,331
Franklin County,ME,46.819941,-68.4766064,8
Hancock County,ME,43.8132979,-70.3870587,5
Kennebec County,ME,45.0386059,-70.3979538,81
Knox County,ME,44.5770308,-68.3566919,11
Lincoln County,ME,44.4499153,-69.7038278,11
Oxford County,ME,43.9969995,-68.9242652,13
Penobscot County,ME,44.108282,-69.511031,34
Piscataquis County,ME,44.4906897,-70.7840564,0
Sagadahoc County,ME,45.3230777,-68.5806727,14
Somerset County,ME,45.7049857,-69.3375071,11
Waldo County,ME,43.8171265,-69.7825531,29
Washington County,ME,45.5913402,-69.9999212,1
York County,ME,44.5106837,-69.2077896,152
Statewide Unallocated,MD,39.641762,-77.719993,0
Allegany County,MD,37.2103925,-76.3868797,17
Baltimore County,MD,39.6255251,-78.6114999,1377
Calvert County,MD,38.9530109,-76.5488232,99
Caroline County,MD,39.4647665,-76.7336521,21
Carroll County,MD,38.4949503,-76.5025742,259
Cecil County,MD,38.9105018,-75.8533954,85
Charles County,MD,39.5423418,-77.0564464,292
Dorchester County,MD,39.5739403,-75.946324,14
Frederick County,MD,38.5221781,-77.1024902,441
Garrett County,MD,38.4152819,-76.1783739,4
Harford County,MD,39.3844507,-77.4701972,147
Howard County,MD,39.5681243,-79.2902133,403
Kent County,MD,39.5838964,-76.3637285,11
Montgomery County,MD,39.2873463,-76.964306,1883
Prince George's County,MD,39.2713804,-76.1319953,2356
Queen Anne's County,MD,39.1547426,-77.2405153,19
St. Mary's County,MD,38.7849211,-76.8720961,98
Somerset County,MD,39.0263572,-76.1319953,5
Talbot County,MD,38.1060259,-76.3637285,16
Washington County,MD,38.0862333,-75.8533954,96
Wicomico County,MD,38.7803973,-76.1319953,63
Worcester County,MD,39.641762,-77.719993,21
Baltimore City,MD,38.3941813,-75.667356,962
Statewide Unallocated,MA,42.4096528,-71.8571331,506
Barnstable County,MA,39.3171492,-76.6554166,514
Bristol County,MA,41.6990958,-70.3209113,1435
Dukes County,MA,42.311782,-73.1821623,11
Essex County,MA,41.7938406,-71.1448516,3594
Franklin County,MA,41.4039539,-70.6692655,155
Hampden County,MA,42.7051144,-70.9071236,1798
Hampshire County,MA,42.530599,-72.6151169,233
Middlesex County,MA,42.1172314,-72.6624209,6254
Nantucket County,MA,42.3471357,-72.6624209,9
Norfolk County,MA,42.467206,-71.2874209,2969
Plymouth County,MA,41.2834704,-70.099451,2207
Suffolk County,MA,42.17668,-71.1448516,5872
Worcester County,MA,41.9120406,-70.7168469,2246
Statewide Unallocated,MI,40.9848784,-72.6151169,700
Alcona County,MI,42.4096528,-71.8571331,0
Allegan County,MI,44.6727944,-83.6022398,23
Alpena County,MI,46.927418,-86.5087741,1
Antrim County,MI,42.5709865,-86.3376761,8
Arenac County,MI,45.0168239,-83.1116742,5
Baraga County,MI,44.9730441,-85.1769095,0
Barry County,MI,43.9973355,-83.6773928,14
Bay County,MI,46.7352761,-88.3010401,60
Benzie County,MI,42.5354321,-85.354965,0
Berrien County,MI,43.7109732,-84.0167423,111
Branch County,MI,44.678277,-86.2970998,29
Calhoun County,MI,42.0320742,-86.7416374,90
Cass County,MI,41.8913835,-85.023346,13
Charlevoix County,MI,42.2073905,-85.023346,11
Cheboygan County,MI,41.9299158,-86.0121573,12
Chippewa County,MI,45.4342853,-85.4374778,0
Clare County,MI,45.5472257,-84.5636283,4
Clinton County,MI,46.3117082,-84.5932094,98
Crawford County,MI,44.0565054,-84.8567932,15
Delta County,MI,42.9663458,-84.5222189,9
Dickinson County,MI,44.6524316,-84.6897495,3
Eaton County,MI,45.7124142,-86.9844175,76
Emmet County,MI,45.9601394,-87.8616098,21
Genesee County,MI,42.5886496,-84.7733325,1030
Gladwin County,MI,45.6418969,-84.9769067,5
Gogebic County,MI,43.0777289,-83.6773928,4
Grand Traverse County,MI,44.0327885,-84.3542049,17
Gratiot County,MI,46.4392785,-89.921474,7
Hillsdale County,MI,44.687984,-85.520024,79
Houghton County,MI,43.2836505,-84.6897495,2
Huron County,MI,41.8685961,-84.5222189,6
Ingham County,MI,47.1211215,-88.5694012,263
Ionia County,MI,43.9466791,-82.820974,17
Iosco County,MI,42.6468943,-84.3542049,4
Iron County,MI,42.9892119,-85.023346,0
Isabella County,MI,44.3340462,-83.6386226,42
Jackson County,MI,46.2758153,-88.4902778,183
Kalamazoo County,MI,43.598799,-84.8567932,94
Kalkaska County,MI,42.1764362,-84.3542049,14
Kent County,MI,42.2278346,-85.520024,325
Keweenaw County,MI,44.6674445,-85.023346,0
Lake County,MI,43.0097027,-85.520024,2
Lapeer County,MI,47.7515686,-88.3249369,117
Leelanau County,MI,43.9446996,-85.8486236,4
Lenawee County,MI,43.0482433,-83.1649001,53
Livingston County,MI,45.0821226,-86.0733634,238
Luce County,MI,41.8433859,-84.0167423,1
Mackinac County,MI,42.6207951,-83.8473015,4
Macomb County,MI,46.5827512,-85.513329,3620
Manistee County,MI,46.023372,-84.9963081,10
Marquette County,MI,42.7168759,-82.820974,26
Mason County,MI,44.2444704,-86.3242225,3
Mecosta County,MI,46.644579,-87.5593823,11
Menominee County,MI,43.9664537,-86.4996546,1
Midland County,MI,43.6201025,-85.354965,33
Missaukee County,MI,45.4995277,-87.5746277,1
Monroe County,MI,43.5750978,-84.3542049,196
Montcalm County,MI,44.366621,-85.023346,23
Montmorency County,MI,41.9738893,-83.5070203,1
Muskegon County,MI,43.3057341,-85.1894045,85
Newaygo County,MI,45.0742794,-84.1403141,7
Oakland County,MI,43.2831969,-86.7416374,5364
Oceana County,MI,43.5593582,-85.7666645,3
Ogemaw County,MI,42.5921924,-83.336188,4
Ontonagon County,MI,43.6656285,-86.6611083,0
Osceola County,MI,44.3270741,-84.1857115,5
Oscoda County,MI,46.8727913,-89.3131189,4
Otsego County,MI,43.9257279,-85.354965,34
Ottawa County,MI,44.6278903,-84.1857115,67
Presque Isle County,MI,45.0992063,-84.6482398,2
Roscommon County,MI,42.953023,-86.0937312,9
Saginaw County,MI,45.5729299,-83.597821,302
St. Clair County,MI,44.3516109,-84.6897495,211
St. Joseph County,MI,43.4044253,-84.0167423,22
Sanilac County,MI,43.016179,-82.6483442,23
Schoolcraft County,MI,41.9118044,-85.520024,3
Shiawassee County,MI,43.4069041,-82.7347142,62
Tuscola County,MI,46.0693515,-86.1903622,45
Van Buren County,MI,42.949754,-84.1857115,22
Washtenaw County,MI,43.5301144,-83.5070203,772
Wayne County,MI,42.2459665,-86.0121573,12209
Wexford County,MI,42.3076493,-83.8473015,7
Statewide Unallocated,MN,42.2790746,-83.336188,7
Aitkin County,MN,44.387157,-85.520024,0
Anoka County,MN,46.729553,-94.6858998,72
Becker County,MN,46.6185433,-93.4536692,2
Beltrami County,MN,45.3292832,-93.2197005,5
Benton County,MN,46.9164628,-95.7036557,1
Big Stone County,MN,48.0370038,-94.8289239,1
Blue Earth County,MN,45.7211058,-93.9732855,22
Brown County,MN,45.4932045,-96.4724,7
Carlton County,MN,43.9505132,-93.9878427,26
Carver County,MN,44.2294379,-94.645035,13
Cass County,MN,46.5619247,-92.6847226,4
Chippewa County,MN,44.825431,-93.7841503,0
Chisago County,MN,47.2144536,-94.2309171,7
Clay County,MN,45.0520041,-95.555641,42
Clearwater County,MN,45.524828,-92.9550305,3
Cook County,MN,46.878186,-96.4257589,0
Cottonwood County,MN,47.7200787,-95.3105661,6
Crow Wing County,MN,47.6051056,-90.4931767,17
Dakota County,MN,44.0488692,-95.3102505,103
Dodge County,MN,46.5957987,-94.1401699,16
Douglas County,MN,44.731554,-93.1779659,1
Faribault County,MN,43.9842889,-92.8577105,4
Fillmore County,MN,45.9279387,-95.4218815,10
Freeborn County,MN,43.6448766,-93.9878427,27
Goodhue County,MN,43.6956298,-92.0665197,17
Grant County,MN,43.6656285,-93.3388917,0
Hennepin County,MN,44.4430251,-92.6983868,588
Houston County,MN,45.9729315,-96.0471362,1
Hubbard County,MN,45.0208911,-93.5094574,0
Isanti County,MN,43.7051652,-91.443469,4
Itasca County,MN,47.1860527,-94.9411423,2
Jackson County,MN,45.6301379,-93.2537327,1
Kanabec County,MN,47.5507924,-93.5683651,0
Kandiyohi County,MN,43.598799,-95.1432068,2
Kittson County,MN,45.9329034,-93.2883531,0
Koochiching County,MN,45.1144552,-95.0155836,1
Lac Qui Parle County,MN,48.7563083,-96.865445,1
Lake County,MN,48.1816012,-93.648322,0
Lake of the Woods County,MN,45.0562676,-96.2006981,0
Le Sueur County,MN,47.5964304,-91.4964639,21
Lincoln County,MN,48.6943855,-94.9265474,2
Lyon County,MN,44.461555,-93.9151438,5
McLeod County,MN,44.4507066,-96.3226072,2
Mahnomen County,MN,44.3981292,-95.8987139,1
Marshall County,MN,44.8440016,-94.315422,0
Martin County,MN,47.3811737,-95.797516,39
Meeker County,MN,48.365352,-96.674424,2
Mille Lacs County,MN,43.6266807,-94.479976,0
Morrison County,MN,45.1353179,-94.5150543,0
Mower County,MN,45.9228403,-93.6218744,23
Murray County,MN,45.9846475,-94.052545,1
Nicollet County,MN,43.6824988,-92.6983868,7
Nobles County,MN,44.0243398,-95.8142885,3
Norman County,MN,44.3572855,-94.2743628,0
Olmsted County,MN,43.7196932,-95.8142885,147
Otter Tail County,MN,47.3416805,-96.5313092,4
Pennington County,MN,43.995179,-92.3813621,0
Pine County,MN,46.5189435,-95.8935983,6
Pipestone County,MN,48.0391802,-96.075015,1
Polk County,MN,46.0983087,-92.8070708,1
Pope County,MN,43.9973355,-96.3226072,0
Ramsey County,MN,47.6635085,-96.4170534,153
Red Lake County,MN,45.5472257,-95.4363717,1
Redwood County,MN,44.9963986,-93.0615978,1
Renville County,MN,47.8770338,-96.1345641,3
Rice County,MN,44.3516109,-95.3102505,5
Rock County,MN,44.6674445,-94.976654,2
Roseau County,MN,44.2749995,-93.3388917,1
St. Louis County,MN,43.6927003,-96.3226072,42
Scott County,MN,48.7249475,-95.9820524,20
Sherburne County,MN,47.7395106,-92.3623921,10
